stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
2.2851.695706,2851,"Cardedeu - Montornès",41.416404,2.144365,,0,,0
2.2852.695704,2852,"Montornès - Capellades",41.418219,2.142686,,0,,0
2.2855.682916,2855,"Gaspar Cassadó - Can Caralleu",41.400607,2.113285,,0,,0
2.2856.680259,2856,"Esports - Ronda de Dalt",41.400857,2.112179,,0,,0
2.2858.680285,2858,"Major de Can Caralleu - Ptge Blada",41.402174,2.110293,,0,,0
2.2859.689707,2859,"CEIP Costa i Llobera",41.401999,2.109106,,0,,0
2.2861.680293,2861,"Pins de Can Caralleu - Lliçà",41.403157,2.10848,,0,,0
2.2862.680295,2862,"Pins de Can Caralleu",41.403846,2.108573,,0,,0
2.2863.680297,2863,"Pl de Mossèn Miquel Vall i Mundó",41.403153,2.10977,,0,,0
2.2864.689815,2864,"Torrent de Can Caralleu - Major de Can Caralleu",41.401806,2.112006,,0,,0
2.2869.696046,2869,"Pedró de la Creu - Gresolet",41.397629,2.122015,,0,,0
2.2870.680255,2870,"Av J V Foix - Mendel",41.397178,2.120184,,0,,0
2.2872.684359,2872,"Saragossa - Ronda General Mitre",41.40568,2.143706,,0,,0
2.2876.685637,2876,"Lucà - Craywinckel",41.411048,2.138915,,0,,0
2.2878.685614,2878,"Craywinckel - Hurtado",41.411747,2.138929,,0,,0
2.2879.680370,2879,"Hurtado - Espinoi",41.410644,2.140716,,0,,0
2.2880.680372,2880,"Marmellà - Hurtado",41.409849,2.141319,,0,,0
2.2881.680374,2881,"Solanes - Bertran",41.41017,2.140087,,0,,0
2.2882.680376,2882,"Caire - República Argentina",41.411446,2.14105,,0,,0
2.2883.680378,2883,"Portolà - Ferran Puig",41.410773,2.142817,,0,,0
2.2884.680380,2884,"Ferran Puig - Jardins Turó del Putxet",41.410053,2.143977,,0,,0
2.2885.680382,2885,"Ferran Puig - Agramunt",41.408927,2.145169,,0,,0
2.2886.691453,2886,"Ballester - Ferran Puig",41.407332,2.146348,,0,,0
2.2888.680392,2888,"Putxet - Cadis",41.406452,2.143974,,0,,0
2.2891.690744,2891,"Av Martí Codolar - Coll i Alentorn",41.424709,2.14784,,0,,0
2.2895.680548,2895,"Carles Riba-Josep Maria Lledó",41.411659,2.123677,,0,,0
2.2899.680595,2899,"Josep Pla-Pallars",41.411222,2.212756,,0,,0
2.2901.693881,2901,"Josep Pla - Cristóbal de Moura",41.413806,2.209337,,0,,0
2.2902.680601,2902,"Josep Pla - Perú",41.416328,2.206079,,0,,0
2.2903.683375,2903,"Selva de Mar - Perú",41.414205,2.201844,,0,,0
2.2904.693879,2904,"Selva de Mar - Pere IV",41.411211,2.205799,,0,,0
2.2906.680634,2906,"Selva de Mar - Llull",41.408127,2.209802,,0,,0
2.2907.680638,2907,"Pg  Taulat - Bac de Roda",41.402743,2.209682,,0,,0
2.2911.687605,2911,"Av Jordà - Hospital St Rafael",41.425109,2.141409,,0,,0
2.2912.687547,2912,"Judea - Av Jordà",41.425039,2.140801,,0,,0
2.2914.683225,2914,"Pg Andreu Nin - Av Rio de Janeiro",41.4325,2.180897,,0,,0
2.2915.688166,2915,"Vèlia - Pl Garrigó",41.429057,2.180692,,0,,0
2.2916.680781,2916,"Rambla de Badal - Constitució",41.368248,2.132978,,0,,0
2.2920.695702,2920,"Francesc Cambó - Freixures",41.386054,2.1775,,0,,0
2.2923.684690,2923,"Placeta del Comerç",41.389981,2.180403,,0,,0
2.2925.680909,2925,"Pl Pons Clerch",41.386496,2.181858,,0,,0
2.2926.681108,2926,"Princesa - Montcada",41.385258,2.180294,,0,,0
2.2927.680913,2927,"Ample - Fusteria",41.381255,2.18057,,0,,0
2.2928.680963,2928,"Pl de la Mercè",41.379508,2.179321,,0,,0
2.2929.680965,2929,"Pl del Duc de Medinaceli",41.37835,2.178538,,0,,0
2.2930.681159,2930,"Torres i Amat - Ptge St Bernat",41.384417,2.164674,,0,,0
2.2931.680927,2931,"Mont d'Orsà - Pl Vallvidrera",41.412948,2.104229,,0,,0
2.2933.681289,2933,"Ronda de Dalt - Císter",41.413221,2.130465,,0,,0
2.2935.681462,2935,"Camí Fontfreda - València",41.493156,2.189429,,0,,0
2.2936.680855,2936,"Castelló - Rigola",41.494585,2.187135,,0,,0
2.2943.680856,2943,"Castelló - Eivissa",41.494396,2.186241,,0,,0
2.2944.681769,2944,"Camí Fontfreda - Castelló",41.493575,2.189317,,0,,0
2.2946.682646,2946,"Espronceda - Guipúscoa",41.414149,2.192836,,0,,0
2.2947.690718,2947,"Espronceda - Gran Via",41.4115,2.196362,,0,,0
2.2949.681044,2949,"Gran Via - St Martí Provençals",41.415806,2.203737,,0,,0
2.2950.681243,2950,"Beret - Teide",41.432141,2.16767,,0,,0
2.2951.693168,2951,"Cadi - Pg de la Peira",41.431762,2.16918,,0,,0
2.2952.694147,2952,"Constitució - Jocs Florals",41.369868,2.136601,,0,,0
2.2953.681274,2953,"Capella de Can Caralleu - Saüc",41.402323,2.10737,,0,,0
2.2954.681276,2954,"Camí de Lliçà",41.402363,2.106685,,0,,0
2.2955.681408,2955,"Agrupacions números 5 i 6",41.458959,2.158234,,0,,0
2.2956.681410,2956,"Agrupacions números 3 i 4",41.456752,2.157843,,0,,0
2.2957.681412,2957,"Agrupació número 11",41.454968,2.160387,,0,,0
2.2958.681414,2958,"Agrupacions números 7 i 8",41.457473,2.158552,,0,,0
2.2959.681416,2959,"Agrupació número 8",41.458933,2.159407,,0,,0
2.2960.681418,2960,"Agrupacions números 8 i 9",41.457933,2.161757,,0,,0
2.2961.681420,2961,"Agrupació número 10",41.457891,2.160635,,0,,0
2.2962.681422,2962,"Agrupacions números 9 i 10",41.456883,2.162312,,0,,0
2.2963.681424,2963,"Agrupació número 9",41.457551,2.163897,,0,,0
2.2965.682270,2965,"Av Granvia - Natzaret",41.359724,2.128407,,0,,0
2.2966.681622,2966,"Amadeu Torner",41.356535,2.124157,,0,,0
2.2968.688533,2968,"Amadeu Torner",41.355497,2.123853,,0,,0
2.2970.691758,2970,"Av Granvia - Física",41.359303,2.128855,,0,,0
2.2974.681558,2974,"Tanatori de la Vall d'Hebron",41.440477,2.154804,,0,,0
2.2976.681676,2976,"Fastenrath - Arenys",41.42187,2.142898,,0,,0
2.2977.681753,2977,"Llobera",41.449991,2.17788,,0,,0
2.2978.681755,2978,"Rodrigo Caro - Llobera",41.449152,2.17453,,0,,0
2.2979.681757,2979,"Rodrigo Caro - Fornells",41.448489,2.173766,,0,,0
2.2980.681759,2980,"Rodrigo Caro - Ojeda",41.447733,2.173178,,0,,0
2.2984.695617,2984,"Cardenal Reig - Pisuerga",41.377172,2.114777,,0,,0
2.2985.688909,2985,"Aiguablava - Tamariu",41.450115,2.184057,,0,,0
2.2987.682287,2987,"Fastenrath - Llobregós",41.421636,2.1515,,0,,0
2.2989.682310,2989,"Mare de Déu de Port - Cantunis",41.351831,2.155833,,0,,0
2.2990.682397,2990,"Ricart - Paral·lel",41.374355,2.158264,,0,,0
2.2992.682493,2992,"Pl Pius XII - Av Pedralbes",41.387796,2.122521,,0,,0
2.2993.682506,2993,"Diagonal - Roger de Flor",41.399316,2.170982,,0,,0
2.2995.696007,2995,"Alfons XIII - Josep M de Sagarra",41.441202,2.23179,,0,,0
2.2996.689703,2996,"Av Marquès de Montroig - Pl  Pres. Tarradellas",41.440867,2.234111,,0,,0
2.2997.689698,2997,"Alfons XIII - Pau Claris",41.441061,2.231218,,0,,0
2.2998.682542,2998,"Alfons XIII - Sant Lluc",41.43949,2.228244,,0,,0
2.2999.682702,2999,"Foc - Sot del Migdia",41.35997,2.150425,,0,,0
2.3000.682703,3000,"Palau Sant Jordi",41.361585,2.152954,,0,,0
2.3001.688643,3001,"Estació RENFE - Andana 2",41.331022,2.090552,,0,,0
2.3002.688571,3002,"Pedrera del Mussol - Marbre",41.361364,2.147852,,0,,0
2.3004.682928,3004,"Pg del Pi Forcat - Pg del Grèvol",41.42259,2.087255,,0,,0
2.3005.682930,3005,"Pg del Grèvol",41.421732,2.086604,,0,,0
2.3006.682936,3006,"Pg del Grèvol - Camí de Can Castellví",41.420098,2.084957,,0,,0
2.3007.682932,3007,"Pg del Grèvol - Pg del Pi Forcat",41.421727,2.086949,,0,,0
2.3008.682958,3008,"CAP Les Hortes",41.371784,2.16679,,0,,0
2.3009.686569,3009,"CAP Vallvidrera",41.413993,2.103914,,0,,0
2.3010.694352,3010,"Centre Cívic Vallvidrera",41.415218,2.10263,,0,,0
2.3011.694354,3011,"CEIP Nabí",41.416789,2.101237,,0,,0
2.3012.694356,3012,"Reis Catòlics - Llicorella",41.415006,2.102779,,0,,0
2.3013.683157,3013,"Mercat de Vallvidrera",41.414071,2.103697,,0,,0
2.3014.683176,3014,"Camí de Vallvidrera - Camí de Cal Totxo",41.420525,2.119084,,0,,0
2.3016.693337,3016,"Peníscola - Pare Manjón",41.453421,2.19071,,0,,0
2.3017.683362,3017,"Turó de La Trinitat - Ausona",41.452883,2.191415,,0,,0
2.3018.683364,3018,"Turó de La Trinitat - Foradada",41.451127,2.190698,,0,,0
2.3019.683951,3019,"Turó de La Trinitat - Madriguera",41.449911,2.190158,,0,,0
2.3020.683641,3020,"Montagut - Vila-seca",41.434063,2.168249,,0,,0
2.3021.683642,3021,"Espinagua - Darnius",41.435154,2.166252,,0,,0
2.3023.684931,3023,"Ildefons Cerdà - Ciutat de la Justícia",41.363809,2.133837,,0,,0
2.3024.692046,3024,"Av Granvia - Alhambra",41.361903,2.131302,,0,,0
2.3025.685103,3025,"Mireia - Finestrelles",41.451138,2.189396,,0,,0
2.3026.685105,3026,"Mireia - Ausona",41.452335,2.18955,,0,,0
2.3029.684266,3029,"Pl  Rosa dels Vents",41.368316,2.18779,,0,,0
2.3030.684272,3030,"Pg Joan de Borbó - Moll Oriental",41.369148,2.187946,,0,,0
2.3032.687813,3032,"Ronda St Pere - Pg de Gràcia",41.388357,2.170859,,0,,0
2.3033.683870,3033,"Av del Baix Llobregat - Miquel Roncali",41.353276,2.065013,,0,,0
2.3034.683872,3034,"Av del Baix Llobregat - Verge de Montserrat",41.350291,2.07046,,0,,0
2.3035.685991,3035,"Av del Baix Llobregat - Fivaller",41.349392,2.076231,,0,,0
2.3036.683852,3036,"Av Pablo Picasso - Av del Maresme",41.352299,2.088774,,0,,0
2.3037.694673,3037,"Anoia - Arquitecte Calzada",41.357833,2.078102,,0,,0
2.3038.689616,3038,"Av del Baix Llobregat - Sant Antoni Maria Claret",41.367782,2.08033,,0,,0
2.3040.683880,3040,"Ctra de St Boi - Pl Quatre Camins",41.355552,2.064627,,0,,0
2.3041.687590,3041,"Aeroport - Terminal T2-C (Sentit Terminal T1)",41.305002,2.081808,,0,,0
2.3043.696031,3043,"Aeroport - Terminal T1",41.287565,2.073282,,0,,0
2.3046.683824,3046,"Anna Piferrer - Betània",41.41734,2.140863,,0,,0
2.3047.695090,3047,"Aeroport - Terminal T2-A B (Sentit Terminal T1)",41.302872,2.075775,,0,,0
2.3048.692818,3048,"Aeroport - Terminal T2-B (Sentit Terminal T1)",41.304126,2.07926,,0,,0
2.3051.684392,3051,"La Murtra - Sta Albina",41.42412,2.150737,,0,,0
2.3052.684358,3052,"Castellbisbal - Sta Rosalia",41.421367,2.144276,,0,,0
2.3092.690192,3092,"Escolapi Càncer - Metro Torre Baró/Vallbona",41.458839,2.180449,,0,,0
2.3095.696067,3095,"Av Verge de Montserrat - Av del Remolar",41.323801,2.089329,,0,,0
2.3097.692759,3097,"Centre d'Activitats Vallbona",41.463194,2.183867,,0,,0
2.3098.686843,3098,"Av l'Alzinar - Tapioles",41.46297,2.183644,,0,,0
2.3114.693634,3114,"Tirso de Molina - Av St Ferran",41.351742,2.085428,,0,,0
2.3115.684779,3115,"Tirso de Molina - Av de la Fama",41.350433,2.081375,,0,,0
2.3116.684781,3116,"Av Baix Llobregat - Joan Fiveller",41.349549,2.075816,,0,,0
2.3117.684789,3117,"Av Baix Llobregat - Ptge Francesc Layret",41.350268,2.070835,,0,,0
2.3118.685376,3118,"Av Baix Llobregat - Miguel de Roncali",41.353245,2.065197,,0,,0
2.3119.684793,3119,"Ctra de St Boi - Campoamor",41.355342,2.06453,,0,,0
2.3120.693324,3120,"Pl de l'Esglèsia",41.356209,2.070049,,0,,0
2.3121.693299,3121,"Av dels Alps - Ctra d'Esplugues",41.356297,2.073194,,0,,0
2.3122.685378,3122,"Ctra d'Esplugues - Catalunya",41.358619,2.072177,,0,,0
2.3123.684775,3123,"Ctra de l'Hospitalet - Vallès",41.355121,2.083343,,0,,0
2.3124.685377,3124,"Av St Ferran - Marià Fortuny",41.353526,2.084651,,0,,0
2.3125.684646,3125,"Metro Tarragona",41.378467,2.145255,,0,,0
2.3126.688287,3126,"Pl dels Països Catalans - Estació de Sants",41.379787,2.141088,,0,,0
2.3130.689019,3130,"Ctra d'Esplugues - Pl Prat de la Riba",41.357803,2.072666,,0,,0
2.3131.693323,3131,"Ctra d'Esplugues - Rbla Anselm Clavé",41.356101,2.071882,,0,,0
2.3132.696065,3132,"Av Verge de Montserrat- Aleix Aguilera i Ginabreda",41.323916,2.08894,,0,,0
2.3133.685355,3133,"Sta Amèlia - Eduard Conde",41.392823,2.121692,,0,,0
2.3134.685367,3134,"Sta Amèlia - Or",41.393802,2.123563,,0,,0
2.3135.691721,3135,"Jacint Verdaguer  -  Josep Trueta",41.373761,2.071302,,0,,0
2.3136.691699,3136,"Av Baix Llobregat - Jacint Verdaguer",41.373858,2.073608,,0,,0
2.3137.684858,3137,"Ctra de St Joan Despí - Ctra de St Boi",41.356876,2.065722,,0,,0
2.3138.693349,3138,"Ctra de St Joan Despí - Terra Alta",41.36,2.062427,,0,,0
2.3140.687068,3140,"Pl Volateria - Canudas",41.318841,2.074251,,0,,0
2.3141.690329,3141,"Pg  Lluís Companys - Almogàvers",41.391189,2.181295,,0,,0
2.3147.685416,3147,"Av Catalunya - Estanislau Abadal",41.498007,2.184564,,0,,0
2.3148.691065,3148,"Av Catalunya - Ramon i Cajal",41.497267,2.184036,,0,,0
2.3150.684998,3150,"Joan Miró - Frederic Mompou",41.499883,2.180203,,0,,0
2.3151.685008,3151,"Joan Miró - Camí de Can Cabanyes",41.497532,2.178288,,0,,0
2.3153.691058,3153,"Ferrer i Guàrdia - Puigcerdà",41.493789,2.184407,,0,,0
2.3154.685063,3154,"Pla de Matabous - Alacant",41.493418,2.184989,,0,,0
2.3155.685047,3155,"Ctra BV 1411 - Tagamanent",41.493072,2.181137,,0,,0
2.3156.687430,3156,"Pg St Jordi - Pep Ventura",41.493925,2.180824,,0,,0
2.3157.687428,3157,"Bach - Pg St Jordi",41.494002,2.177471,,0,,0
2.3158.685190,3158,"Pg d'Urrutia - Dr Pi i Molist",41.434765,2.170872,,0,,0
2.3159.685192,3159,"Nil - Dr Pi i Molist",41.43417,2.171707,,0,,0
2.3160.685198,3160,"St Iscle - Travau",41.434251,2.170281,,0,,0
2.3162.685023,3162,"Praga - Rda Guinardó",41.412367,2.164262,,0,,0
2.3163.685214,3163,"Via Favència - Pg Valldaura",41.44025,2.163984,,0,,0
2.3166.690943,3166,"Pl de Joan Peiró",41.378404,2.138972,,0,,0
2.3167.687529,3167,"Pl dels Països Catalans - St Antoni",41.379468,2.141436,,0,,0
2.3168.693903,3168,"Pl dels Països Catalans",41.379971,2.142641,,0,,0
2.3173.693431,3173,"Petúnies - Circumval·lació",41.463353,2.171268,,0,,0
2.3174.685384,3174,"Diagonal - Complex Esportiu Universitari",41.38408,2.111707,,0,,0
2.3175.685398,3175,"Bonaplata",41.39604,2.124158,,0,,0
2.3176.685400,3176,"Bonaplata - Pedró de la Creu",41.397195,2.122048,,0,,0
2.3178.685410,3178,"Clos de St Francesc- Pg Reina Elisenda de Montcada",41.399326,2.120568,,0,,0
2.3180.685408,3180,"Teide - Fabra i Puig",41.430184,2.169114,,0,,0
2.3181.685426,3181,"Via Favència - Rda de Dalt",41.446932,2.185259,,0,,0
2.3182.685437,3182,"Av Catalunya - Frederic Mompou",41.498528,2.184724,,0,,0
2.3184.685505,3184,"Teodor Roviralta - Manuel Ramon",41.414362,2.130033,,0,,0
2.3185.685507,3185,"Carles Riba - Bellesguard",41.412336,2.125969,,0,,0
2.3187.685682,3187,"Pl Bifurcació",41.482279,2.16902,,0,,0
2.3189.695661,3189,"Ronda de Dalt - Pl de la Central",41.414366,2.133411,,0,,0
2.3190.685783,3190,"Pujades - Roc Boronat",41.400355,2.198857,,0,,0
2.3191.685798,3191,"Josep Maria Lledó - Bellesguard",41.41079,2.124829,,0,,0
2.3197.693052,3197,"Aeroport - Mercaderies",41.301548,2.068091,,0,,0
2.3203.685828,3203,"Renaixença - Vinya",41.418112,2.177165,,0,,0
2.3204.685832,3204,"Villar - Xiprer",41.416985,2.178031,,0,,0
2.3205.685830,3205,"Xiprer - Vinya",41.417978,2.179004,,0,,0
2.3207.693330,3207,"Peníscola - Ausona",41.453371,2.190551,,0,,0
2.3208.685993,3208,"Pg Maragall - Sta Joaquina Vedruna",41.42111,2.179985,,0,,0
2.3210.686174,3210,"Pl del Nou - Estany",41.353419,2.141551,,0,,0
2.3211.686178,3211,"Plom - Ferro",41.352676,2.139329,,0,,0
2.3212.686180,3212,"Acer - Plom",41.351745,2.136789,,0,,0
2.3213.686182,3213,"Acer - Arnes",41.35034,2.138123,,0,,0
2.3214.686138,3214,"Metal·lúrgia - Motors",41.34935,2.137333,,0,,0
2.3217.686344,3217,"Joan d'Alòs - Miret i Sans",41.393221,2.108969,,0,,0
2.3218.686342,3218,"Abadessa Olzet - Montevideo",41.394881,2.108742,,0,,0
2.3219.686423,3219,"Panamà - Abadessa Olzet",41.395548,2.107364,,0,,0
2.3220.686370,3220,"Av Pearson - Ptge Ametllers",41.393174,2.104366,,0,,0
2.3221.686277,3221,"Hospital Vall d'Hebron",41.427775,2.143402,,0,,0
2.3222.688303,3222,"Palau Reial",41.385832,2.117936,,0,,0
2.3223.688307,3223,"Pl Reina Maria Cristina",41.387834,2.125799,,0,,0
2.3224.688504,3224,"Padilla - Túnel de la Rovira",41.412898,2.167563,,0,,0
2.3225.688029,3225,"Gornal",41.353128,2.119632,,0,,0
2.3226.686311,3226,"Guinardó - Lepant",41.412212,2.167491,,0,,0
2.3227.693975,3227,"Rda Guinardó-Castillejos",41.413519,2.170365,,0,,0
2.3229.688490,3229,"Guinardó - Parc de les Aigües",41.412261,2.1664,,0,,0
2.3231.687963,3231,"Marina - Monumental",41.399367,2.180753,,0,,0
2.3232.688542,3232,"Capità Arenas - Maria Cristina",41.388963,2.126615,,0,,0
2.3233.688301,3233,"ETS d'Arquitectura",41.384838,2.113992,,0,,0
2.3234.688305,3234,"Pl. Pius XII",41.386586,2.120894,,0,,0
2.3236.686529,3236,"Gran Via - Pl Espanya",41.375671,2.149598,,0,,0
2.3237.688327,3237,"Tarragona - Pl Espanya",41.375987,2.148778,,0,,0
2.3241.693540,3241,"Pg de St Joan - Ausiàs March",41.392401,2.178678,,0,,0
2.3242.686602,3242,"Les Corts - Prat d'En Rull",41.388516,2.13787,,0,,0
2.3243.686637,3243,"Esteve Terradas - Parc Sanitari Pere Virgili",41.415257,2.139222,,0,,0
2.3244.686636,3244,"Parc Sanitari Pere Virgili",41.415143,2.140043,,0,,0
2.3245.686639,3245,"Esteve Terradas - Pl Alfonso Comín",41.415363,2.138463,,0,,0
2.3246.686646,3246,"Pl Espanya - Centre Comercial Las Arenas",41.375579,2.149056,,0,,0
2.3247.688031,3247,"Gran Via - Pl  Espanya",41.375495,2.150187,,0,,0
2.3248.688134,3248,"Av Reina Maria Cristina - Pl de l'Univers",41.37371,2.150183,,0,,0
2.3250.688179,3250,"Pedrera del Mussol - Can Clos",41.361089,2.147967,,0,,0
2.3251.688183,3251,"Pg Olímpic - Av de l'Estadi",41.365718,2.157295,,0,,0
2.3252.688181,3252,"Estadi Olímpic",41.365198,2.157467,,0,,0
2.3253.688185,3253,"Vivers",41.366473,2.158018,,0,,0
2.3254.688361,3254,"Cementiri de Montjuïc",41.353169,2.155309,,0,,0
2.3255.690704,3255,"Pallars - Ciutat de Granada",41.40033,2.196783,,0,,0
2.3256.688597,3256,"Roc Boronat - Doctor Trueta",41.397689,2.201096,,0,,0
2.3257.695275,3257,"Llacuna - Ramon Turró",41.39874,2.202142,,0,,0
2.3258.695674,3258,"Llacuna - Pallars",41.402126,2.197687,,0,,0
2.3262.687948,3262,"Marina - Monumental",41.399574,2.180795,,0,,0
2.3263.688266,3263,"Sarrià",41.403922,2.114582,,0,,0
2.3264.687989,3264,"Els Vergós",41.396483,2.12629,,0,,0
2.3265.687995,3265,"Pg Sant Joan Bosco",41.394893,2.126818,,0,,0
2.3266.687997,3266,"Pg  Sant Joan Bosco - Prat de la Riba",41.392926,2.129376,,0,,0
2.3267.687974,3267,"Constança",41.389283,2.134843,,0,,0
2.3268.687976,3268,"Av Sarrià",41.391426,2.132746,,0,,0
2.3269.687980,3269,"Av Sarrià - Prat de la Riba",41.392524,2.130705,,0,,0
2.3270.686770,3270,"Cartagena - Av Gaudí",41.411504,2.173992,,0,,0
2.3271.687166,3271,"Joan Miró - Av Europa",41.496372,2.177711,,0,,0
2.3272.687094,3272,"Pg de St Jordi - Tagamanent ",41.493913,2.18104,,0,,0
2.3273.687099,3273,"Joan Miró - Salvador Dalí",41.497553,2.178513,,0,,0
2.3274.687097,3274,"Joan Miró - Victòria dels Àngels",41.499727,2.180289,,0,,0
2.3275.687125,3275,"Baró St Lluís - Polònia",41.415618,2.164259,,0,,0
2.3276.687127,3276,"Torre Dulac - Tenerife",41.416368,2.163766,,0,,0
2.3277.691286,3277,"Joan Miró - Consell de Cent",41.495013,2.17734,,0,,0
2.3281.687673,3281,"Lloret de Mar - Eduard Toda",41.435657,2.157288,,0,,0
2.3282.688170,3282,"Sant Adrià - Josep Soldevila",41.434234,2.192854,,0,,0
2.3283.687708,3283,"Segre-Parellada",41.43334,2.192702,,0,,0
2.3284.692572,3284,"Segre - Onze de Setembre",41.430929,2.194826,,0,,0
2.3286.688108,3286,"Ernest Lluch",41.376342,2.112068,,0,,0
2.3288.695971,3288,"Vall d'Aran - Rda de Ponent",41.328413,2.086651,,0,,0
2.3289.695967,3289,"Vall d'Aran - Av del Remolar",41.328335,2.086791,,0,,0
2.3290.687934,3290,"Felip Díaz Sandino (Sentit T2) ",41.298064,2.055583,,0,,0
2.3291.687936,3291,"Av de l'Aeroport (Sentit T1)",41.299696,2.054485,,0,,0
2.3293.688240,3293,"Pg Sant Joan Bosco",41.394524,2.127503,,0,,0
2.3294.689175,3294,"Foc - Ferrocarrils Catalans",41.358401,2.143859,,0,,0
2.3295.689311,3295,"Via Favència - Metro Canyelles",41.441563,2.165766,,0,,0
2.3299.696052,3299,"Coronel Sanfeliu - Lleida",41.322855,2.096116,,0,,0
2.3300.691455,3300,"Ctra de la Marina - Lo Gaiter del Llobregat ",41.329224,2.098503,,0,,0
2.3301.688437,3301,"Lo Gaiter del Llobregat - Les Moreres",41.331215,2.102024,,0,,0
2.3302.688514,3302,"Parc Sanitari Pere Virgili",41.415693,2.142003,,0,,0
2.3303.688723,3303,"Torrent del Rovelló - Camí Fredolic",41.419356,2.096888,,0,,0
2.3304.688872,3304,"Mandri - Emancipació",41.403767,2.133148,,0,,0
2.3305.688931,3305,"Riera Blanca - Trav de Les Corts",41.376801,2.12182,,0,,0
2.3307.688985,3307,"Accés a l'Aeroport - Aparcament empleats T1",41.291937,2.05406,,0,,0
2.3309.689722,3309,"Josep Soldevila - Torrent Estadella",41.434116,2.193555,,0,,0
2.3310.689720,3310,"Josep Soldevila - Onze de Setembre",41.431707,2.195377,,0,,0
2.3312.689714,3312,"Sant Antoni Maria Claret - Felip II",41.420146,2.18629,,0,,0
2.3313.689715,3313,"Sant Antoni Maria Claret - Trinxant",41.416811,2.181734,,0,,0
2.3314.689717,3314,"Còrsega - Bailèn",41.400497,2.164504,,0,,0
2.3315.689719,3315,"Còrsega - Llúria",41.398877,2.162346,,0,,0
2.3316.693151,3316,"Dr. Aiguader - Pl  del Gas",41.385094,2.193031,,0,,0
2.3317.694630,3317,"Pg Taulat - Jonquera",41.400626,2.207599,,0,,0
2.3318.689729,3318,"Pg  Taulat - Bac de Roda",41.40303,2.210784,,0,,0
2.3320.689232,3320,"Jonquera - Pg  Taulat",41.399851,2.207531,,0,,0
2.3322.689801,3322,"Pol. Ind. Zona Franca",41.345494,2.142764,,0,,0
2.3323.689713,3323,"Ildefons Cerdà - Rambla Badal",41.365078,2.13574,,0,,0
2.3324.689486,3324,"Pl  Països Catalans",41.380611,2.141537,,0,,0
2.3325.689700,3325,"Ronda de Dalt - Av J.V.Foix",41.400912,2.114004,,0,,0
2.3326.689750,3326,"Pas Sota Muralla - Pg  Colom",41.381145,2.182582,,0,,0
2.3328.689478,3328,"Urquinaona",41.38855,2.172562,,0,,0
2.3329.689748,3329,"Pas Sota Muralla - Via Laietana",41.38087,2.182746,,0,,0
2.3332.690699,3332,"Pg  Marítim",41.384924,2.195895,,0,,0
2.3334.689307,3334,"Carrer número 6 - Carrer A",41.322561,2.131785,,0,,0
2.3335.689315,3335,"Feliu i Codina - Congrés",41.436074,2.162976,,0,,0
2.3336.693827,3336,"Sant Ramon de Penyafort - Manuel Fernández Márquez",41.415814,2.219383,,0,,0
2.3337.689344,3337,"Cristóbal de Moura - Parc del Besòs",41.419809,2.218338,,0,,0
2.3338.689569,3338,"Cristóbal de Moura - La Catalana",41.422593,2.222062,,0,,0
2.3340.689483,3340,"Metro Artigues/Sant Adrià",41.432709,2.216041,,0,,0
2.3342.689709,3342,"Comtes de Bell-lloc - Viriat",41.380449,2.137426,,0,,0
2.3343.689605,3343,"Metro La Pau",41.422627,2.205765,,0,,0
2.3344.689944,3344,"Fernando Pessoa",41.442839,2.193044,,0,,0
2.3345.689597,3345,"Ciutat d'Asunción - Potosí",41.444393,2.199292,,0,,0
2.3346.689599,3346,"Palomar - Fernando Pessoa",41.4424,2.193332,,0,,0
2.3347.693965,3347,"Diagonal - Pl Llevant",41.410506,2.216299,,0,,0
2.3348.689612,3348,"Pepe Rubianes",41.378432,2.189691,,0,,0
2.3349.693622,3349,"Alfons XIII - Simancas",41.434992,2.220082,,0,,0
2.3350.689688,3350,"Alfons XIII - Aribau",41.434588,2.219009,,0,,0
2.3351.689693,3351,"Alfons XIII - Av del Maresme",41.436504,2.222934,,0,,0
2.3352.689690,3352,"Av Alfons XIII - Andrés Segovia",41.436616,2.22282,,0,,0
2.3353.689695,3353,"Alfons XIII - Sant Lluc",41.439376,2.228341,,0,,0
2.3356.694826,3356,"Av de la Platja - Pont d'Eduard Maristany",41.425465,2.229546,,0,,0
2.3357.689904,3357,"Casp - Nàpols",41.395881,2.179477,,0,,0
2.3358.689872,3358,"Av d'Esplugues - González Tablas",41.386969,2.105771,,0,,0
2.3359.690160,3359,"Ctra de la Marina - Av Onze de Setembre",41.322748,2.103523,,0,,0
2.3360.690179,3360,"Ctra de la Marina - Pg Ciutat de l'Hospitalet",41.324284,2.102166,,0,,0
2.3361.690177,3361,"Ctra de la Marina - Pablo Neruda",41.325172,2.101439,,0,,0
2.3364.690175,3364,"Ctra de la Marina - Catalunya",41.325346,2.101134,,0,,0
2.3365.689958,3365,"Campoamor - Lloret de Mar",41.434116,2.156058,,0,,0
2.3366.693029,3366,"Pg  Valldaura - Eduard Toda",41.436746,2.154445,,0,,0
2.3367.689960,3367,"Porto - Pl  de l'Estatut",41.429707,2.157149,,0,,0
2.3368.689955,3368,"Av l'Estatut de Catalunya - Campoamor",41.43512,2.153537,,0,,0
2.3369.690007,3369,"Sant Antoni Maria Claret - Sardenya",41.406622,2.168156,,0,,0
